0.00E+00 0.5871E+00
0.10E-01 0.5871E+00
0.20E-01 0.5871E+00
0.30E-01 0.5871E+00
0.40E-01 0.5871E+00
0.50E-01 0.5871E+00
0.60E-01 0.5871E+00
0.70E-01 0.5871E+00
0.80E-01 0.5871E+00
0.90E-01 0.5871E+00
0.10E+00 0.9541E+00
0.11E+00 0.1178E+01
0.12E+00 0.1330E+01
0.13E+00 0.1461E+01
0.14E+00 0.1593E+01
0.15E+00 0.1725E+01
0.16E+00 0.1745E+01
0.17E+00 0.1714E+01
0.18E+00 0.1634E+01
0.19E+00 0.1559E+01
0.20E+00 0.1503E+01
0.22E+00 0.1473E+01
0.24E+00 0.1379E+01
0.25E+00 0.1252E+01
0.26E+00 0.1141E+01
0.28E+00 0.9360E+00
0.30E+00 0.8672E+00
0.32E+00 0.8562E+00
0.34E+00 0.8514E+00
0.35E+00 0.8461E+00
0.36E+00 0.8380E+00
0.38E+00 0.8154E+00
0.40E+00 0.7773E+00
0.42E+00 0.7239E+00
0.44E+00 0.6774E+00
0.45E+00 0.6592E+00
0.46E+00 0.6413E+00
0.48E+00 0.5995E+00
0.50E+00 0.5848E+00
0.55E+00 0.5618E+00
0.60E+00 0.5218E+00
0.65E+00 0.4909E+00
0.70E+00 0.4686E+00
0.80E+00 0.4346E+00
0.90E+00 0.3947E+00
0.10E+01 0.3310E+00
0.11E+01 0.3102E+00
0.12E+01 0.2901E+00
0.13E+01 0.2705E+00
0.14E+01 0.2514E+00
0.15E+01 0.2331E+00
0.16E+01 0.2156E+00
0.17E+01 0.1987E+00
0.18E+01 0.1830E+00
0.19E+01 0.1684E+00
0.20E+01 0.1548E+00
0.22E+01 0.1303E+00
0.24E+01 0.1097E+00
0.25E+01 0.1007E+00
0.26E+01 0.9246E-01
0.28E+01 0.7807E-01
0.30E+01 0.6608E-01
0.33E+01 0.5176E-01
0.35E+01 0.4417E-01
0.36E+01 0.4085E-01
0.39E+01 0.3253E-01
0.40E+01 0.3021E-01
0.42E+01 0.2614E-01
0.46E+01 0.1977E-01
0.50E+01 0.1516E-01
0.54E+01 0.1178E-01
0.55E+01 0.1108E-01
0.58E+01 0.9257E-02
0.60E+01 0.8244E-02
0.62E+01 0.7362E-02
0.66E+01 0.5918E-02
0.70E+01 0.4805E-02
0.74E+01 0.3937E-02
0.80E+01 0.2966E-02
0.90E+01 0.1921E-02
0.10E+02 0.1295E-02
0.11E+02 0.9032E-03
0.12E+02 0.6480E-03
0.14E+02 0.3581E-03
0.16E+02 0.2134E-03
0.18E+02 0.1348E-03
0.20E+02 0.8929E-04
0.22E+02 0.6145E-04
0.25E+02 0.3718E-04
0.28E+02 0.2381E-04
0.31E+02 0.1595E-04
0.35E+02 0.9884E-05
0.40E+02 0.5842E-05
0.45E+02 0.3672E-05
0.50E+02 0.2427E-05
0.70E+02 0.6472E-06
0.10E+03 0.1606E-06
0.10E+04 0.3072E-10
0.10E+07 0.1655E-19
0.10E+10 0.1692E-28
