0.00E+00 0.9064E+00
0.10E-01 0.9064E+00
0.20E-01 0.9064E+00
0.30E-01 0.9064E+00
0.40E-01 0.9064E+00
0.50E-01 0.9746E+00
0.60E-01 0.1097E+01
0.70E-01 0.1178E+01
0.80E-01 0.1287E+01
0.90E-01 0.1555E+01
0.10E+00 0.2043E+01
0.11E+00 0.2555E+01
0.12E+00 0.2166E+01
0.13E+00 0.1878E+01
0.14E+00 0.1537E+01
0.15E+00 0.1439E+01
0.16E+00 0.1382E+01
0.17E+00 0.1321E+01
0.18E+00 0.1242E+01
0.19E+00 0.1211E+01
0.20E+00 0.1195E+01
0.22E+00 0.1211E+01
0.24E+00 0.1165E+01
0.25E+00 0.1085E+01
0.26E+00 0.1007E+01
0.28E+00 0.8671E+00
0.30E+00 0.7884E+00
0.32E+00 0.7303E+00
0.34E+00 0.7212E+00
0.35E+00 0.7111E+00
0.36E+00 0.7064E+00
0.38E+00 0.6999E+00
0.40E+00 0.6996E+00
0.42E+00 0.6837E+00
0.44E+00 0.6478E+00
0.45E+00 0.6207E+00
0.46E+00 0.6076E+00
0.48E+00 0.5704E+00
0.50E+00 0.5436E+00
0.55E+00 0.5036E+00
0.60E+00 0.4840E+00
0.65E+00 0.4863E+00
0.70E+00 0.4719E+00
0.80E+00 0.4332E+00
0.90E+00 0.3658E+00
0.10E+01 0.3084E+00
0.11E+01 0.2837E+00
0.12E+01 0.2601E+00
0.13E+01 0.2377E+00
0.14E+01 0.2165E+00
0.15E+01 0.1972E+00
0.16E+01 0.1791E+00
0.17E+01 0.1626E+00
0.18E+01 0.1474E+00
0.19E+01 0.1338E+00
0.20E+01 0.1215E+00
0.22E+01 0.1001E+00
0.24E+01 0.8281E-01
0.25E+01 0.7541E-01
0.26E+01 0.6873E-01
0.28E+01 0.5729E-01
0.30E+01 0.4798E-01
0.33E+01 0.3708E-01
0.35E+01 0.3139E-01
0.36E+01 0.2893E-01
0.39E+01 0.2285E-01
0.40E+01 0.2117E-01
0.42E+01 0.1823E-01
0.46E+01 0.1368E-01
0.50E+01 0.1042E-01
0.54E+01 0.8057E-02
0.55E+01 0.7570E-02
0.58E+01 0.6308E-02
0.60E+01 0.5608E-02
0.62E+01 0.4999E-02
0.66E+01 0.4008E-02
0.70E+01 0.3247E-02
0.74E+01 0.2655E-02
0.80E+01 0.1995E-02
0.90E+01 0.1288E-02
0.10E+02 0.8665E-03
0.11E+02 0.6032E-03
0.12E+02 0.4322E-03
0.14E+02 0.2384E-03
0.16E+02 0.1418E-03
0.18E+02 0.8954E-04
0.20E+02 0.5926E-04
0.22E+02 0.4076E-04
0.25E+02 0.2465E-04
0.28E+02 0.1578E-04
0.31E+02 0.1056E-04
0.35E+02 0.6544E-05
0.40E+02 0.3866E-05
0.45E+02 0.2429E-05
0.50E+02 0.1605E-05
0.70E+02 0.4274E-06
0.10E+03 0.1059E-06
0.10E+04 0.1987E-10
0.10E+07 0.1048E-19
0.10E+10 0.1071E-28
